Tempo (s);Tensao (V);Corrente (A);Modo;Carga;Descarga
972.5;4.199;0.000;AUTO;ON;OFF
972.8;4.198;0.000;AUTO;ON;OFF
973.6;4.198;0.000;AUTO;ON;OFF
974.0;4.199;0.000;AUTO;ON;OFF
974.7;4.199;0.000;AUTO;ON;OFF
975.2;4.198;0.000;AUTO;ON;OFF
975.8;4.198;0.000;AUTO;ON;OFF
976.3;4.200;0.000;AUTO;ON;OFF
976.8;4.200;0.000;AUTO;ON;OFF
977.5;4.199;0.000;AUTO;ON;OFF
977.9;4.199;0.000;AUTO;ON;OFF
978.6;4.200;0.000;AUTO;ON;OFF
979.0;4.200;0.000;AUTO;ON;OFF
979.8;4.200;0.000;AUTO;ON;OFF
980.1;4.200;0.000;AUTO;ON;OFF
981.0;4.198;0.000;AUTO;ON;OFF
981.2;4.198;0.000;AUTO;ON;OFF
982.1;4.199;0.000;AUTO;ON;OFF
982.2;4.199;0.000;AUTO;ON;OFF
983.3;4.198;0.000;AUTO;ON;OFF
983.3;4.198;0.000;AUTO;ON;OFF
984.4;4.198;0.000;AUTO;ON;OFF
984.4;4.198;0.000;AUTO;ON;OFF
985.5;4.198;0.000;AUTO;ON;OFF
985.6;4.199;0.000;AUTO;ON;OFF
986.6;4.199;0.000;AUTO;ON;OFF
986.8;4.198;0.000;AUTO;ON;OFF
987.7;4.198;0.000;AUTO;ON;OFF
987.9;4.198;0.000;AUTO;ON;OFF
988.7;4.198;0.000;AUTO;ON;OFF
989.1;4.198;0.000;AUTO;ON;OFF
989.8;4.198;0.000;AUTO;ON;OFF
990.2;4.198;0.000;AUTO;ON;OFF
990.9;4.198;0.000;AUTO;ON;OFF
991.4;4.199;0.000;AUTO;ON;OFF
992.0;4.199;0.000;AUTO;ON;OFF
992.6;4.198;0.000;AUTO;ON;OFF
993.1;4.198;0.000;AUTO;ON;OFF
993.7;4.198;0.000;AUTO;ON;OFF
994.2;4.198;0.000;AUTO;ON;OFF
994.9;4.199;0.000;AUTO;ON;OFF
995.2;4.199;0.000;AUTO;ON;OFF
996.0;4.199;0.000;AUTO;ON;OFF
996.3;4.199;0.000;AUTO;ON;OFF
997.2;4.199;0.000;AUTO;ON;OFF
997.4;4.199;0.000;AUTO;ON;OFF
998.4;4.198;0.000;AUTO;ON;OFF
998.5;4.198;0.000;AUTO;ON;OFF
999.5;4.198;0.000;AUTO;ON;OFF
999.5;4.198;0.000;AUTO;ON;OFF
1000.6;4.198;0.000;AUTO;ON;OFF
1000.7;4.200;0.000;AUTO;ON;OFF
1001.7;4.200;0.000;AUTO;ON;OFF
1001.8;4.198;0.000;AUTO;ON;OFF
1002.8;4.198;0.000;AUTO;ON;OFF
1003.0;4.199;0.000;AUTO;ON;OFF
1003.8;4.199;0.000;AUTO;ON;OFF
1004.2;4.198;0.000;AUTO;ON;OFF
1004.9;4.198;0.000;AUTO;ON;OFF
1005.3;4.199;0.000;AUTO;ON;OFF
1006.0;4.199;0.000;AUTO;ON;OFF
1006.5;4.199;0.000;AUTO;ON;OFF
1007.1;4.199;0.000;AUTO;ON;OFF
1007.6;4.198;0.000;AUTO;ON;OFF
1008.1;4.198;0.000;AUTO;ON;OFF
1008.8;4.199;0.000;AUTO;ON;OFF
1009.2;4.199;0.000;AUTO;ON;OFF
1010.0;4.198;0.000;AUTO;ON;OFF
1010.3;4.198;0.000;AUTO;ON;OFF
1011.1;4.199;0.000;AUTO;ON;OFF
1011.4;4.199;0.000;AUTO;ON;OFF
1012.3;4.198;0.000;AUTO;ON;OFF
1012.5;4.198;0.000;AUTO;ON;OFF
1013.4;4.198;0.000;AUTO;ON;OFF
1013.6;4.198;0.000;AUTO;ON;OFF
1014.6;4.198;0.000;AUTO;ON;OFF
1014.7;4.198;0.000;AUTO;ON;OFF
1015.8;4.199;0.000;AUTO;ON;OFF
1015.8;4.199;0.000;AUTO;ON;OFF
1016.8;4.199;0.000;AUTO;ON;OFF
1016.9;4.199;0.000;AUTO;ON;OFF
1018.1;4.199;0.000;AUTO;ON;OFF
1018.1;4.198;0.000;AUTO;ON;OFF
1019.2;4.198;0.000;AUTO;ON;OFF
1019.2;4.199;0.000;AUTO;ON;OFF
1020.2;4.199;0.000;AUTO;ON;OFF
1020.4;4.199;0.000;AUTO;ON;OFF
1021.3;4.199;0.000;AUTO;ON;OFF
1021.6;4.199;0.000;AUTO;ON;OFF
1022.4;4.199;0.000;AUTO;ON;OFF
1022.7;4.199;0.000;AUTO;ON;OFF
1023.5;4.199;0.000;AUTO;ON;OFF
1023.9;4.199;0.000;AUTO;ON;OFF
1024.6;4.199;0.000;AUTO;ON;OFF
1025.0;4.201;0.000;AUTO;OFF;ON
1025.6;4.201;0.000;AUTO;OFF;ON
1026.7;4.201;0.000;AUTO;OFF;ON
1027.8;4.201;0.000;AUTO;OFF;ON
1028.9;4.201;0.000;AUTO;OFF;ON
1030.0;4.201;0.000;AUTO;OFF;ON
1031.1;4.201;0.000;AUTO;OFF;ON
1032.2;4.201;0.000;AUTO;OFF;ON
1033.3;4.201;0.000;AUTO;OFF;ON
1034.3;4.201;0.000;AUTO;OFF;ON
1035.4;4.201;0.000;AUTO;OFF;ON
1036.5;4.201;0.000;AUTO;OFF;ON
1037.6;4.201;0.000;AUTO;OFF;ON
1038.7;4.201;0.000;AUTO;OFF;ON
1039.8;4.201;0.000;AUTO;OFF;ON
1040.8;4.201;0.000;AUTO;OFF;ON
1041.9;4.201;0.000;AUTO;OFF;ON
1043.0;4.201;0.000;AUTO;OFF;ON
1044.1;4.201;0.000;AUTO;OFF;ON
1045.2;4.201;0.000;AUTO;OFF;ON
1046.2;4.201;0.000;AUTO;OFF;ON
1047.3;4.201;0.000;AUTO;OFF;ON
1048.4;4.201;0.000;AUTO;OFF;ON
1049.5;4.201;0.000;AUTO;OFF;ON
1050.6;4.201;0.000;AUTO;OFF;ON
1051.6;4.201;0.000;AUTO;OFF;ON
1052.7;4.201;0.000;AUTO;OFF;ON
1053.8;4.201;0.000;AUTO;OFF;ON
1054.9;4.201;0.000;AUTO;OFF;ON
1056.0;4.201;0.000;AUTO;OFF;ON
1057.1;4.201;0.000;AUTO;OFF;ON
1058.1;4.201;0.000;AUTO;OFF;ON
1059.2;4.201;0.000;AUTO;OFF;ON
1060.3;4.201;0.000;AUTO;OFF;ON
1061.4;4.201;0.000;AUTO;OFF;ON
1062.4;4.201;0.000;AUTO;OFF;ON
1063.5;4.201;0.000;AUTO;OFF;ON
1064.6;4.201;0.000;AUTO;OFF;ON
1065.7;4.201;0.000;AUTO;OFF;ON
1066.8;4.201;0.000;AUTO;OFF;ON
1067.8;4.201;0.000;AUTO;OFF;ON
1068.9;4.201;0.000;AUTO;OFF;ON
1070.0;4.201;0.000;AUTO;OFF;ON
1071.1;4.201;0.000;AUTO;OFF;ON
1072.2;4.201;0.000;AUTO;OFF;ON
1073.3;4.201;0.000;AUTO;OFF;ON
1074.4;4.201;0.000;AUTO;OFF;ON
1075.5;4.201;0.000;AUTO;OFF;ON
1076.5;4.201;0.000;AUTO;OFF;ON
1077.6;4.201;0.000;AUTO;OFF;ON
1078.7;4.201;0.000;AUTO;OFF;ON
1079.8;4.201;0.000;AUTO;OFF;ON
1080.9;4.201;0.000;AUTO;OFF;ON
1082.0;4.201;0.000;AUTO;OFF;ON
1083.1;4.201;0.000;AUTO;OFF;ON
1084.2;4.201;0.000;AUTO;OFF;ON
1085.3;4.201;0.000;AUTO;OFF;ON
1086.4;4.201;0.000;AUTO;OFF;ON
1087.4;4.201;0.000;AUTO;OFF;ON
1088.6;4.201;0.000;AUTO;OFF;ON
1089.6;4.201;0.000;AUTO;OFF;ON
1090.7;4.201;0.000;AUTO;OFF;ON
1091.8;4.201;0.000;AUTO;OFF;ON
1092.9;4.201;0.000;AUTO;OFF;ON
1094.0;4.201;0.000;AUTO;OFF;ON
1095.0;4.201;0.000;AUTO;OFF;ON
1096.1;4.201;0.000;AUTO;OFF;ON
1097.2;4.201;0.000;AUTO;OFF;ON
1098.3;4.201;0.000;AUTO;OFF;ON
1099.4;4.201;0.000;AUTO;OFF;ON
1100.5;4.201;0.000;AUTO;OFF;ON
1101.6;4.201;0.000;AUTO;OFF;ON
1102.7;4.201;0.000;AUTO;OFF;ON
1103.7;4.201;0.000;AUTO;OFF;ON
1104.8;4.201;0.000;AUTO;OFF;ON
1105.9;4.201;0.000;AUTO;OFF;ON
1107.0;4.201;0.000;AUTO;OFF;ON
1108.1;4.201;0.000;AUTO;OFF;ON
1109.1;4.201;0.000;AUTO;OFF;ON
1110.2;4.201;0.000;AUTO;OFF;ON
1111.3;4.201;0.000;AUTO;OFF;ON
1112.4;4.201;0.000;AUTO;OFF;ON
1113.5;4.201;0.000;AUTO;OFF;ON
1114.5;4.201;0.000;AUTO;OFF;ON
1115.6;4.201;0.000;AUTO;OFF;ON
1116.7;4.201;0.000;AUTO;OFF;ON
1117.8;4.201;0.000;AUTO;OFF;ON
1118.9;4.201;0.000;AUTO;OFF;ON
1119.9;4.201;0.000;AUTO;OFF;ON
1121.0;4.201;0.000;AUTO;OFF;ON
1122.1;4.201;0.000;AUTO;OFF;ON
1123.2;4.201;0.000;AUTO;OFF;ON
1124.3;4.201;0.000;AUTO;OFF;ON
1125.3;4.201;0.000;AUTO;OFF;ON
1126.4;4.201;0.000;AUTO;OFF;ON
1127.5;4.201;0.000;AUTO;OFF;ON
1128.6;4.201;0.000;AUTO;OFF;ON
1129.6;4.201;0.000;AUTO;OFF;ON
1130.7;4.201;0.000;AUTO;OFF;ON
1131.8;4.201;0.000;AUTO;OFF;ON
1132.9;4.201;0.000;AUTO;OFF;ON
1134.0;4.201;0.000;AUTO;OFF;ON
1135.1;4.201;0.000;AUTO;OFF;ON
1136.1;4.201;0.000;AUTO;OFF;ON
1137.2;4.201;0.000;AUTO;OFF;ON
1138.3;4.201;0.000;AUTO;OFF;ON
1139.4;4.201;0.000;AUTO;OFF;ON
1140.5;4.201;0.000;AUTO;OFF;ON
1141.5;4.201;0.000;AUTO;OFF;ON
1142.6;4.201;0.000;AUTO;OFF;ON
1143.7;4.201;0.000;AUTO;OFF;ON
1144.8;4.201;0.000;AUTO;OFF;ON
1145.8;4.201;0.000;AUTO;OFF;ON
1146.9;4.201;0.000;AUTO;OFF;ON
1148.0;4.201;0.000;AUTO;OFF;ON
1149.1;4.201;0.000;AUTO;OFF;ON
1150.2;4.201;0.000;AUTO;OFF;ON
1151.3;4.201;0.000;AUTO;OFF;ON
1152.4;4.201;0.000;AUTO;OFF;ON
1153.5;4.201;0.000;AUTO;OFF;ON
1154.5;4.201;0.000;AUTO;OFF;ON
1155.6;4.201;0.000;AUTO;OFF;ON
1156.7;4.201;0.000;AUTO;OFF;ON
1157.8;4.201;0.000;AUTO;OFF;ON
1158.9;4.201;0.000;AUTO;OFF;ON
1160.0;4.201;0.000;AUTO;OFF;ON
1161.1;4.201;0.000;AUTO;OFF;ON
1162.1;4.201;0.000;AUTO;OFF;ON
1163.2;4.201;0.000;AUTO;OFF;ON
1164.3;4.201;0.000;AUTO;OFF;ON
1165.4;4.201;0.000;AUTO;OFF;ON
1166.5;4.201;0.000;AUTO;OFF;ON
1167.5;4.201;0.000;AUTO;OFF;ON
1168.6;4.201;0.000;AUTO;OFF;ON
1169.7;4.201;0.000;AUTO;OFF;ON
1170.8;4.201;0.000;AUTO;OFF;ON
1171.9;4.201;0.000;AUTO;OFF;ON
1173.0;4.201;0.000;AUTO;OFF;ON
1174.1;4.201;0.000;AUTO;OFF;ON
1175.1;4.201;0.000;AUTO;OFF;ON
1176.2;4.201;0.000;AUTO;OFF;ON
1177.3;4.201;0.000;AUTO;OFF;ON
1178.4;4.201;0.000;AUTO;OFF;ON
1179.5;4.201;0.000;AUTO;OFF;ON
1180.6;4.201;0.000;AUTO;OFF;ON
1181.7;4.201;0.000;AUTO;OFF;ON
1182.7;4.201;0.000;AUTO;OFF;ON
1183.8;4.201;0.000;AUTO;OFF;ON
1184.9;4.201;0.000;AUTO;OFF;ON
1186.0;4.201;0.000;AUTO;OFF;ON
1187.1;4.201;0.000;AUTO;OFF;ON
1188.2;4.201;0.000;AUTO;OFF;ON
1189.2;4.201;0.000;AUTO;OFF;ON
1190.3;4.201;0.000;AUTO;OFF;ON
1191.4;4.201;0.000;AUTO;OFF;ON
1192.5;4.201;0.000;AUTO;OFF;ON
1193.5;4.201;0.000;AUTO;OFF;ON
1194.7;4.201;0.000;AUTO;OFF;ON
1195.7;4.201;0.000;AUTO;OFF;ON
1196.8;4.201;0.000;AUTO;OFF;ON
1197.9;4.201;0.000;AUTO;OFF;ON
1199.0;4.201;0.000;AUTO;OFF;ON
1200.1;4.201;0.000;AUTO;OFF;ON
1201.2;4.201;0.000;AUTO;OFF;ON
1202.2;4.201;0.000;AUTO;OFF;ON
1203.3;4.201;0.000;AUTO;OFF;ON
1204.4;4.201;0.000;AUTO;OFF;ON
1205.5;4.201;0.000;AUTO;OFF;ON
1206.6;4.201;0.000;AUTO;OFF;ON
1207.7;4.201;0.000;AUTO;OFF;ON
1208.8;4.201;0.000;AUTO;OFF;ON
1209.8;4.201;0.000;AUTO;OFF;ON
1210.9;4.201;0.000;AUTO;OFF;ON
1212.0;4.201;0.000;AUTO;OFF;ON
1213.1;4.201;0.000;AUTO;OFF;ON
1214.1;4.201;0.000;AUTO;OFF;ON
1215.2;4.201;0.000;AUTO;OFF;ON
1216.3;4.201;0.000;AUTO;OFF;ON
1217.4;4.201;0.000;AUTO;OFF;ON
1218.4;4.201;0.000;AUTO;OFF;ON
1219.5;4.201;0.000;AUTO;OFF;ON
1220.6;4.201;0.000;AUTO;OFF;ON
1221.7;4.201;0.000;AUTO;OFF;ON
1222.9;4.201;0.000;AUTO;OFF;ON
1223.9;4.201;0.000;AUTO;OFF;ON
1225.0;4.201;0.000;AUTO;OFF;ON
1226.1;4.201;0.000;AUTO;OFF;ON
1227.2;4.201;0.000;AUTO;OFF;ON
1228.3;4.201;0.000;AUTO;OFF;ON
1229.4;4.201;0.000;AUTO;OFF;ON
1230.5;4.201;0.000;AUTO;OFF;ON
1231.5;4.201;0.000;AUTO;OFF;ON
1232.6;4.201;0.000;AUTO;OFF;ON
1233.7;4.201;0.000;AUTO;OFF;ON
1234.8;4.201;0.000;AUTO;OFF;ON
1235.9;4.201;0.000;AUTO;OFF;ON
1236.9;4.201;0.000;AUTO;OFF;ON
1238.0;4.201;0.000;AUTO;OFF;ON
1239.1;4.201;0.000;AUTO;OFF;ON
1240.2;4.201;0.000;AUTO;OFF;ON
1241.3;4.201;0.000;AUTO;OFF;ON
1242.3;4.201;0.000;AUTO;OFF;ON
1243.4;4.201;0.000;AUTO;OFF;ON
1244.5;4.201;0.000;AUTO;OFF;ON
1245.6;4.201;0.000;AUTO;OFF;ON
1246.7;4.201;0.000;AUTO;OFF;ON
1247.8;4.201;0.000;AUTO;OFF;ON
1248.8;4.201;0.000;AUTO;OFF;ON
1249.9;4.201;0.000;AUTO;OFF;ON
1251.0;4.201;0.000;AUTO;OFF;ON
1252.1;4.201;0.000;AUTO;OFF;ON
1253.1;4.201;0.000;AUTO;OFF;ON
1254.3;4.201;0.000;AUTO;OFF;ON
1255.3;4.201;0.000;AUTO;OFF;ON
1256.4;4.201;0.000;AUTO;OFF;ON
1257.5;4.201;0.000;AUTO;OFF;ON
1258.6;4.201;0.000;AUTO;OFF;ON
1259.7;4.201;0.000;AUTO;OFF;ON
1260.8;4.201;0.000;AUTO;OFF;ON
1261.9;4.201;0.000;AUTO;OFF;ON
1263.0;4.201;0.000;AUTO;OFF;ON
1264.1;4.201;0.000;AUTO;OFF;ON
1265.1;4.201;0.000;AUTO;OFF;ON
1266.2;4.201;0.000;AUTO;OFF;ON
1267.3;4.201;0.000;AUTO;OFF;ON
1268.4;4.201;0.000;AUTO;OFF;ON
1269.5;4.201;0.000;AUTO;OFF;ON
